- * MCU: TEENSY 4.1
- * JANET ID : 3
- * Sensing Started Time : 06:30:35 30/10/2022
- * Voltage Level : 0.0000 V

Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1866.100	-1880.270	-861.989	107.322	1067.185	4006.502
1	-1866.957	-1880.025	-862.810	107.711	1067.419	4006.870
2	-1867.533	-1879.965	-863.714	108.325	1067.296	4006.848
3	-1867.652	-1880.077	-864.688	108.618	1066.969	4006.733
4	-1867.542	-1879.775	-864.815	108.325	1066.759	4006.504
5	-1867.572	-1878.918	-863.392	107.850	1066.643	4006.099
6	-1867.657	-1878.225	-861.429	107.686	1066.422	4005.861
7	-1867.365	-1878.355	-860.720	107.792	1066.223	4006.004
8	-1866.718	-1878.948	-861.740	107.845	1066.260	4006.328
9	-1866.356	-1879.193	-863.371	108.523	1065.473	4006.060
10	-1866.648	-1878.850	-864.402	116.514	1055.970	4000.414
11	-1866.999	-1878.608	-864.266	113.112	1060.034	4002.700
12	-1866.722	-1878.991	-863.152	86.082	1092.109	4021.833
13	-1866.034	-1879.509	-861.841	71.645	1109.344	4032.134
14	-1865.654	-1879.570	-862.150	138.611	1030.764	3984.778
15	-1865.921	-1879.477	-864.002	241.034	910.514	3912.236
16	-1866.449	-1879.697	-862.146	133.983	1036.602	3987.427
17	-1866.729	-1880.032	-853.827	-261.270	1501.478	4265.964
18	-1866.808	-1880.030	-855.167	-258.055	1497.240	4264.491
19	-1867.060	-1879.624	-891.768	1138.403	-146.900	3282.913
20	-1867.305	-1879.459	-947.164	3261.781	-2646.663	1789.559
21	-1867.023	-1880.096	-954.197	3541.130	-2975.136	1592.659
22	-1866.565	-1880.732	-902.102	1574.855	-659.711	2975.139
23	-1866.793	-1880.397	-857.559	-107.218	1320.468	4157.931
24	-1867.516	-1879.405	-851.606	-330.403	1582.538	4314.723
25	-1867.637	-1878.643	-862.292	68.288	1112.935	4034.374
26	-1866.875	-1878.869	-867.346	244.746	905.867	3910.717
27	-1866.351	-1879.843	-865.224	161.647	1004.675	3969.494
28	-1866.720	-1880.210	-862.117	77.677	1104.318	4028.381
29	-1867.253	-1879.384	-861.018	81.246	1100.682	4025.640
30	-1867.147	-1878.341	-861.671	111.125	1065.545	4004.786
31	-1866.779	-1878.217	-863.052	118.789	1055.844	3999.757
32	-1866.925	-1878.956	-863.856	110.621	1064.668	4005.522
33	-1867.219	-1879.491	-863.374	105.263	1070.658	4008.841
34	-1866.949	-1879.117	-862.341	107.769	1067.574	4006.639
35	-1866.403	-1878.520	-861.695	107.654	1067.355	4006.698
36	-1866.123	-1878.851	-861.400	107.638	1067.132	4006.904
37	-1866.134	-1879.733	-861.229	107.632	1067.011	4006.913
38	-1866.287	-1879.930	-861.924	107.280	1066.717	4006.853
39	-1866.285	-1879.513	-863.253	106.715	1066.462	4006.824
40	-1866.237	-1879.342	-864.086	106.726	1066.910	4006.625
41	-1866.595	-1879.629	-863.529	107.557	1068.050	4006.267
42	-1867.024	-1880.120	-862.121	108.448	1068.949	4006.179
43	-1866.939	-1880.330	-861.718	108.705	1068.689	4006.499
44	-1866.705	-1879.960	-862.763	108.403	1067.458	4006.857
45	-1866.923	-1879.340	-863.419	107.945	1066.405	4006.943
46	-1867.425	-1878.902	-863.033	107.691	1066.241	4007.085
47	-1867.718	-1878.626	-862.571	107.772	1066.505	4007.503
48	-1867.417	-1878.391	-862.525	108.114	1066.489	4007.564
49	-1866.611	-1878.516	-862.821	108.476	1066.367	4006.882
50	-1866.306	-1879.212	-863.048	108.473	1066.658	4006.023
51	-1866.694	-1879.622	-862.423	108.023	1067.204	4005.522
52	-1866.663	-1879.034	-862.026	107.382	1067.429	4005.682
53	-1866.121	-1878.596	-863.190	106.935	1067.249	4006.480
54	-1865.858	-1879.444	-864.323	106.951	1067.121	4007.126
55	-1865.911	-1880.825	-864.077	107.374	1067.244	4006.998
56	-1866.145	-1881.389	-863.536	107.844	1067.265	4006.434
57	-1866.541	-1880.551	-863.170	107.924	1066.847	4006.206
58	-1867.023	-1879.014	-862.582	107.506	1066.208	4006.396
59	-1867.580	-1878.100	-861.901	107.040	1065.784	4006.273
60	-1867.713	-1877.989	-861.275	106.963	1065.825	4005.872
61	-1866.891	-1878.099	-861.114	107.229	1066.160	4006.165
62	-1866.042	-1878.600	-861.950	107.735	1066.122	4007.074
63	-1866.340	-1879.712	-863.083	108.253	1065.444	4007.506
64	-1867.224	-1880.467	-863.429	108.386	1064.779	4007.078
65	-1867.659	-1879.947	-862.907	107.997	1064.551	4006.492
66	-1867.292	-1878.845	-862.277	107.479	1064.401	4006.412
67	-1866.518	-1878.430	-862.232	107.272	1064.119	4006.721
68	-1866.522	-1878.744	-862.619	107.283	1064.031	4006.975
69	-1867.093	-1879.056	-862.851	107.199	1064.243	4007.019
70	-1866.988	-1879.276	-863.114	107.060	1064.324	4006.824
71	-1866.659	-1879.469	-863.523	107.187	1064.139	4006.494
72	-1866.895	-1879.174	-863.362	107.689	1064.127	4006.259
73	-1867.163	-1878.579	-862.648	108.167	1064.415	4006.030
74	-1866.989	-1878.575	-862.228	108.005	1064.661	4005.529
75	-1866.713	-1879.067	-862.309	107.263	1064.831	4004.864
76	-1866.659	-1879.050	-862.059	106.714	1065.115	4004.520
77	-1866.657	-1878.726	-861.438	106.823	1065.327	4004.854
78	-1866.427	-1879.045	-861.639	107.265	1065.281	4005.726
79	-1866.029	-1879.665	-862.708	107.532	1065.184	4006.467
80	-1865.973	-1879.671	-863.077	107.575	1065.281	4006.532
81	-1866.450	-1879.178	-862.335	107.458	1065.360	4006.094
82	-1866.836	-1878.838	-861.885	107.292	1065.132	4005.839
83	-1866.712	-1878.868	-862.386	107.345	1064.812	4006.163
84	-1866.620	-1879.188	-863.133	107.608	1064.666	4006.689
85	-1867.100	-1879.546	-863.138	107.895	1064.719	4006.904
86	-1867.504	-1879.474	-862.651	108.038	1064.778	4006.858
87	-1867.022	-1879.191	-863.139	107.884	1064.481	4006.841
88	-1866.302	-1879.272	-864.084	107.521	1063.994	4006.990
89	-1866.108	-1879.641	-863.903	107.313	1064.175	4007.156
90	-1866.581	-1879.901	-863.084	107.473	1065.058	4006.917
91	-1867.075	-1879.854	-862.784	107.872	1065.692	4006.321
92	-1866.761	-1879.661	-863.097	108.209	1065.705	4005.970
93	-1866.136	-1879.824	-863.751	108.365	1065.433	4006.088
94	-1866.095	-1880.295	-864.188	108.307	1065.217	4006.212
95	-1866.460	-1880.127	-863.703	108.149	1065.042	4005.838
96	-1866.850	-1878.999	-862.369	108.191	1064.729	4005.169
97	-1867.062	-1878.120	-861.501	108.432	1064.389	4004.774
98	-1866.882	-1878.782	-861.926	108.545	1064.357	4004.938
99	-1866.701	-1880.281	-862.699	108.286	1064.755	4005.525
100	-1866.740	-1880.532	-862.819	107.973	1065.155	4006.058
101	-1866.587	-1879.133	-862.770	108.257	1065.022	4006.239
102	-1866.635	-1877.984	-862.590	108.943	1064.489	4006.136
103	-1867.069	-1878.207	-861.915	109.152	1064.163	4005.885
104	-1867.193	-1879.042	-861.488	108.743	1064.313	4005.571
105	-1866.870	-1879.636	-862.142	108.479	1064.679	4005.539
106	-1866.445	-1879.839	-863.432	108.723	1064.939	4006.063
107	-1866.358	-1879.699	-864.407	108.852	1064.952	4006.621
108	-1866.740	-1879.301	-864.183	108.385	1064.683	4006.642
109	-1867.072	-1878.740	-862.814	107.753	1064.224	4006.622
110	-1867.016	-1878.260	-861.612	107.581	1063.752	4007.200
111	-1866.884	-1878.152	-861.544	107.904	1063.447	4007.814
112	-1866.885	-1878.491	-862.393	108.217	1063.395	4007.400
113	-1866.800	-1879.030	-863.290	108.062	1063.565	4006.029
114	-1866.574	-1879.516	-863.749	107.631	1063.950	4005.490
115	-1866.528	-1879.926	-863.711	107.673	1064.536	4007.426
116	-1866.568	-1880.122	-863.022	108.451	1065.002	4010.930
117	-1866.372	-1879.809	-862.172	109.166	1065.100	4013.177
118	-1866.421	-1878.781	-861.690	109.101	1065.147	4012.661
119	-1866.866	-1877.522	-861.282	108.624	1065.560	4010.321
120	-1867.130	-1877.074	-860.950	108.499	1065.982	4007.987
121	-1867.000	-1877.589	-861.042	108.882	1065.707	4007.083
122	-1866.581	-1878.235	-861.177	109.385	1064.903	4007.738
123	-1866.080	-1878.649	-861.062	109.608	1064.417	4008.767
124	-1866.103	-1879.065	-861.378	109.235	1064.480	4008.981
125	-1866.857	-1879.511	-862.403	108.360	1064.674	4008.368
126	-1867.404	-1879.937	-863.580	107.667	1064.900	4007.797
127	-1867.031	-1880.343	-864.520	107.582	1065.399	4007.733
128	-1866.316	-1880.485	-864.512	107.836	1066.036	4007.836
129	-1866.106	-1880.131	-863.603	107.992	1066.363	4007.726
130	-1866.343	-1879.596	-862.839	107.965	1066.115	4007.308
131	-1866.560	-1879.395	-862.675	107.811	1065.318	4006.758
132	-1866.633	-1879.553	-863.102	107.568	1064.331	4006.568
133	-1866.735	-1879.737	-864.046	107.466	1063.799	4006.915
134	-1866.870	-1879.645	-864.509	107.657	1064.074	4007.242
135	-1866.782	-1879.296	-864.164	108.020	1064.753	4007.061
136	-1866.510	-1879.053	-863.736	108.146	1065.162	4006.755
137	-1866.261	-1879.197	-863.241	107.656	1065.218	4007.017
138	-1865.946	-1879.593	-862.572	106.956	1065.430	4007.797
139	-1865.742	-1879.921	-862.027	106.921	1066.053	4008.259
140	-1866.020	-1879.887	-861.896	107.556	1066.680	4007.895
141	-1866.412	-1879.467	-862.217	108.082	1066.845	4007.284
142	-1866.568	-1879.082	-862.627	108.175	1066.545	4007.162
143	-1866.566	-1879.032	-862.506	108.159	1066.253	4007.223
144	-1866.508	-1879.235	-862.005	108.221	1066.385	4006.933
145	-1866.573	-1879.501	-861.735	108.131	1066.590	4006.586
146	-1866.851	-1879.672	-862.093	107.854	1066.447	4006.502
147	-1867.162	-1879.562	-862.604	107.778	1066.411	4006.520
148	-1867.165	-1879.397	-862.754	108.031	1066.894	4006.588
149	-1866.817	-1879.574	-862.841	108.337	1067.497	4006.934
150	-1866.534	-1879.951	-863.341	108.504	1067.559	4007.367
151	-1866.534	-1880.068	-863.988	108.283	1066.946	4007.317
152	-1866.593	-1879.630	-864.075	107.692	1066.231	4006.695
153	-1866.693	-1878.712	-863.270	107.360	1065.975	4006.132
154	-1866.735	-1878.045	-862.460	107.791	1066.124	4006.173
155	-1866.545	-1878.500	-862.828	108.644	1066.313	4006.555
156	-1866.364	-1879.489	-863.835	108.940	1066.293	4006.712
157	-1866.341	-1879.400	-863.785	108.374	1065.984	4006.494
158	-1866.465	-1878.207	-862.379	107.874	1065.571	4006.227
159	-1866.805	-1877.599	-861.131	108.139	1065.501	4006.250
160	-1866.946	-1878.416	-861.258	108.731	1065.952	4006.462
161	-1866.515	-1879.653	-862.232	108.858	1066.449	4006.283
162	-1866.090	-1880.001	-862.665	108.405	1066.490	4005.503
163	-1866.360	-1879.484	-862.349	107.780	1066.123	4005.032
164	-1866.994	-1879.009	-862.052	107.331	1065.716	4005.512
165	-1867.256	-1878.989	-862.074	107.343	1065.585	4006.321
166	-1866.950	-1879.363	-862.220	107.860	1065.678	4006.821
167	-1866.517	-1879.744	-862.106	108.377	1065.777	4006.963
168	-1866.273	-1879.378	-861.390	108.331	1065.924	4006.812
169	-1866.208	-1878.586	-860.894	107.881	1066.222	4006.457
170	-1866.367	-1878.564	-861.732	107.569	1066.553	4006.169
171	-1866.528	-1879.302	-863.579	107.417	1066.585	4006.083
172	-1866.655	-1879.586	-865.014	107.098	1066.197	4006.024
173	-1867.021	-1878.977	-864.864	106.669	1065.690	4005.996
174	-1867.169	-1878.293	-863.160	106.540	1065.312	4005.897
175	-1866.665	-1878.355	-862.263	106.809	1065.009	4005.456
176	-1866.126	-1878.986	-862.876	107.227	1064.683	4004.789
177	-1866.437	-1879.407	-863.075	107.521	1064.607	4004.305
178	-1867.166	-1879.343	-862.851	107.320	1065.020	4004.453
179	-1867.135	-1878.989	-862.899	106.675	1065.613	4005.225
180	-1866.444	-1878.655	-863.099	106.150	1065.955	4005.930
181	-1866.151	-1878.783	-863.406	105.958	1065.982	4006.219
182	-1866.668	-1879.403	-863.204	105.838	1065.799	4006.458
183	-1867.263	-1879.903	-861.849	105.619	1065.619	4006.576
184	-1867.005	-1879.972	-860.649	105.468	1065.707	4006.110
185	-1866.107	-1879.754	-860.669	105.523	1066.085	4005.372
186	-1865.937	-1879.346	-861.481	105.492	1066.341	4005.157
187	-1867.001	-1878.904	-862.494	105.310	1065.992	4005.562
188	-1868.063	-1878.672	-863.237	105.513	1065.133	4006.017
189	-1867.915	-1878.896	-864.154	106.253	1064.520	4006.205
190	-1866.829	-1879.662	-865.307	106.876	1064.821	4006.449
191	-1866.162	-1880.376	-864.438	106.860	1065.783	4006.731
192	-1866.472	-1880.345	-861.761	106.460	1066.464	4006.724
193	-1866.588	-1879.575	-860.439	106.207	1066.447	4006.473
194	-1866.193	-1878.737	-862.165	106.165	1066.124	4006.037
195	-1866.040	-1878.422	-865.343	105.970	1065.913	4005.542
196	-1866.348	-1878.848	-866.802	105.582	1065.942	4005.576
197	-1866.806	-1879.621	-864.845	105.399	1066.225	4006.347
198	-1866.637	-1879.864	-861.501	105.489	1066.647	4006.956
199	-1865.844	-1879.373	-859.834	105.605	1066.729	4006.695
200	-1865.693	-1879.194	-861.043	105.818	1066.085	4005.958
201	-1866.597	-1879.963	-864.082	106.297	1065.138	4005.495
202	-1867.628	-1880.420	-865.805	106.816	1064.729	4005.564
203	-1867.816	-1879.695	-864.475	106.952	1065.040	4006.002
204	-1866.959	-1878.951	-862.081	106.624	1065.431	4006.613
205	-1866.186	-1879.221	-860.633	106.119	1065.501	4007.209
206	-1866.265	-1879.818	-859.994	105.721	1065.435	4007.537
207	-1866.484	-1879.731	-860.173	105.612	1065.514	4007.546
208	-1866.569	-1879.191	-861.510	105.778	1065.884	4007.393
209	-1866.800	-1879.058	-863.511	105.878	1066.348	4007.239
210	-1866.946	-1879.566	-864.808	105.823	1066.377	4007.365
211	-1866.810	-1880.081	-864.266	105.937	1065.883	4007.874
212	-1866.438	-1879.892	-862.362	106.297	1065.324	4008.137
213	-1866.262	-1879.035	-861.008	106.438	1065.054	4007.617
214	-1866.559	-1878.316	-861.377	106.254	1065.184	4006.796
215	-1866.818	-1878.548	-863.218	106.168	1065.547	4006.444
216	-1866.779	-1879.422	-865.164	106.215	1065.845	4006.876
217	-1866.843	-1879.752	-865.669	106.021	1066.007	4007.803
218	-1866.934	-1879.181	-864.580	105.564	1065.976	4008.464
219	-1866.752	-1878.753	-863.213	105.143	1065.580	4008.413
220	-1866.391	-1879.304	-862.724	104.901	1064.960	4007.784
221	-1866.163	-1880.093	-862.933	104.848	1064.589	4006.927
222	-1866.245	-1879.947	-862.734	104.951	1064.763	4006.200
223	-1866.428	-1879.186	-862.057	105.017	1065.416	4006.020
224	-1866.480	-1878.978	-862.124	104.884	1066.151	4006.325
225	-1866.559	-1879.593	-862.933	104.800	1066.529	4006.611
226	-1866.532	-1880.191	-862.949	104.998	1066.528	4006.668
227	-1866.297	-1880.011	-861.945	105.293	1066.465	4006.537
228	-1866.475	-1879.142	-861.271	105.378	1066.793	4006.390
229	-1867.010	-1878.534	-861.541	105.311	1067.531	4006.437
230	-1867.028	-1878.977	-862.434	105.386	1067.973	4006.649
231	-1866.615	-1880.070	-863.771	105.685	1067.812	4006.826
232	-1866.635	-1880.678	-864.613	105.998	1067.665	4006.833
233	-1867.064	-1880.294	-863.999	106.149	1067.780	4006.491
234	-1867.100	-1879.411	-862.780	106.252	1067.647	4005.792
235	-1866.753	-1878.586	-862.490	106.470	1067.046	4005.179
236	-1866.512	-1878.310	-863.290	106.676	1066.345	4005.259
237	-1866.185	-1878.798	-863.678	106.743	1066.053	4005.985
238	-1866.045	-1879.539	-863.298	106.730	1066.515	4006.614
239	-1866.644	-1879.778	-863.094	106.676	1067.495	4006.606
240	-1866.979	-1879.370	-863.361	106.404	1068.088	4006.162
241	-1866.443	-1878.775	-863.836	105.722	1067.652	4005.730
242	-1866.165	-1878.524	-863.597	105.023	1066.731	4005.518
243	-1866.719	-1878.817	-862.109	104.818	1066.368	4005.528
