- * MCU: TEENSY 4.1
- * JANET ID : 3
- * Sensing Started Time : 06:30:35 30/10/2022
- * Voltage Level : 0.0000 V

Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1842.911	-1832.100	-2790.425	833.712	-2417.544	-389.774
1	-1842.517	-1831.847	-2791.140	833.209	-2417.494	-389.580
2	-1842.412	-1831.572	-2791.591	832.928	-2417.424	-389.094
3	-1842.885	-1831.511	-2792.364	833.153	-2417.891	-388.629
4	-1843.432	-1831.660	-2793.369	833.433	-2418.765	-388.757
5	-1843.465	-1831.855	-2794.055	833.311	-2419.118	-389.557
6	-1843.170	-1831.964	-2794.249	833.126	-2418.722	-390.411
7	-1843.010	-1832.009	-2794.321	833.275	-2418.408	-390.876
8	-1843.034	-1832.061	-2794.518	833.632	-2418.818	-390.947
9	-1842.944	-1832.089	-2794.594	833.939	-2419.734	-390.736
10	-1842.633	-1832.088	-2794.291	833.826	-2420.601	-390.413
11	-1842.437	-1832.087	-2793.810	833.049	-2421.019	-390.142
12	-1842.633	-1832.088	-2793.418	832.101	-2420.863	-390.045
13	-1842.887	-1832.164	-2792.978	831.691	-2420.337	-390.021
14	-1842.765	-1832.374	-2792.255	831.883	-2419.765	-389.786
15	-1842.347	-1832.530	-2791.238	832.058	-2419.135	-389.303
16	-1841.964	-1832.320	-2789.995	831.790	-2418.375	-388.792
17	-1841.819	-1831.782	-2788.673	831.366	-2417.720	-388.507
18	-1841.843	-1831.364	-2787.597	831.327	-2417.339	-388.566
19	-1841.837	-1831.373	-2786.975	831.747	-2417.279	-388.803
20	-1841.891	-1831.705	-2786.821	832.238	-2417.476	-388.913
21	-1842.373	-1832.050	-2787.080	832.639	-2417.672	-388.803
22	-1843.213	-1832.189	-2787.573	833.128	-2417.935	-388.755
23	-1843.714	-1832.110	-2787.994	833.550	-2418.482	-388.953
24	-1843.485	-1831.859	-2788.074	833.479	-2418.996	-389.011
25	-1843.065	-1831.622	-2787.986	832.893	-2418.921	-388.627
26	-1843.075	-1831.659	-2788.276	832.341	-2418.368	-388.279
27	-1843.332	-1831.930	-2789.092	832.402	-2418.053	-388.457
28	-1843.363	-1832.099	-2789.959	832.997	-2418.193	-388.882
29	-1843.253	-1832.007	-2790.466	833.650	-2418.481	-389.047
30	-1843.352	-1831.894	-2790.716	834.066	-2418.713	-389.001
31	-1843.598	-1832.009	-2790.940	834.181	-2418.851	-389.227
32	-1843.586	-1832.215	-2790.997	833.924	-2418.870	-389.798
33	-1843.080	-1832.283	-2790.705	833.343	-2418.759	-390.225
34	-1842.318	-1832.213	-2790.098	832.693	-2418.523	-390.286
35	-1841.767	-1832.090	-2789.487	832.340	-2418.237	-390.221
36	-1841.595	-1831.971	-2789.275	832.342	-2418.185	-390.136
37	-1841.615	-1831.957	-2789.498	832.367	-2418.481	-390.059
38	-1841.614	-1832.022	-2789.900	832.364	-2418.753	-389.991
39	-1841.580	-1831.987	-2790.344	832.622	-2418.808	-389.861
40	-1841.750	-1831.829	-2790.890	833.048	-2418.803	-389.701
41	-1842.174	-1831.693	-2791.552	833.359	-2418.826	-389.591
42	-1842.491	-1831.674	-2792.151	833.633	-2418.941	-389.519
43	-1842.526	-1831.774	-2792.527	833.861	-2419.159	-389.566
44	-1842.556	-1831.908	-2792.731	833.605	-2419.364	-389.850
45	-1842.815	-1831.963	-2792.961	832.817	-2419.609	-390.118
46	-1843.167	-1831.897	-2793.344	832.275	-2419.830	-390.022
47	-1843.377	-1831.768	-2793.677	832.474	-2419.518	-389.567
48	-1843.489	-1831.688	-2793.719	832.873	-2418.581	-389.094
49	-1843.734	-1831.726	-2793.505	832.845	-2417.682	-388.996
50	-1844.098	-1831.892	-2793.106	832.617	-2417.231	-389.528
51	-1844.076	-1832.113	-2792.416	832.717	-2417.067	-390.441
52	-1843.335	-1832.224	-2791.344	833.136	-2416.972	-391.070
53	-1842.425	-1832.175	-2790.140	833.360	-2416.859	-391.031
54	-1842.055	-1832.041	-2789.261	833.122	-2416.736	-390.382
55	-1842.132	-1831.918	-2788.754	832.631	-2416.628	-389.609
56	-1842.206	-1831.911	-2788.179	832.397	-2416.493	-389.365
